time, PP__rbcM, PP__suc, PP__alb, PP__gal, PP__galM, PP__h2oM, S001__rbcM, S001__suc, S001__alb, S001__gal, S001__galM, S001__h2oM, D001__rbcM, D001__suc, D001__alb, D001__gal, D001__galM, D001__h2oM, S002__rbcM, S002__suc, S002__alb, S002__gal, S002__galM, S002__h2oM, D002__rbcM, D002__suc, D002__alb, D002__gal, D002__galM, D002__h2oM, S003__rbcM, S003__suc, S003__alb, S003__gal, S003__galM, S003__h2oM, D003__rbcM, D003__suc, D003__alb, D003__gal, D003__galM, D003__h2oM, S004__rbcM, S004__suc, S004__alb, S004__gal, S004__galM, S004__h2oM, D004__rbcM, D004__suc, D004__alb, D004__gal, D004__galM, D004__h2oM, S005__rbcM, S005__suc, S005__alb, S005__gal, S005__galM, S005__h2oM, D005__rbcM, D005__suc, D005__alb, D005__gal, D005__galM, D005__h2oM, PV__rbcM, PV__suc, PV__alb, PV__gal, PV__galM, PV__h2oM, H01__gal, H01__galM, H01__h2oM, H01__glc1p, H01__glc6p, H01__gal1p, H01__udpglc, H01__udpgal, H01__galtol, H01__atp, H01__adp, H01__utp, H01__udp, H01__phos, H01__ppi, H01__nadp, H01__nadph, FlowPPS001_rbcM, FlowS001S002_rbcM, FlowS002S003_rbcM, FlowS003S004_rbcM, FlowS004S005_rbcM, FlowS005PV_rbcM, FlowPVNULL_rbcM, FlowPPS001_suc, FlowS001S002_suc, FlowS002S003_suc, FlowS003S004_suc, FlowS004S005_suc, FlowS005PV_suc, FlowPVNULL_suc, FlowPPS001_alb, FlowS001S002_alb, FlowS002S003_alb, FlowS003S004_alb, FlowS004S005_alb, FlowS005PV_alb, FlowPVNULL_alb, FlowPPS001_gal, FlowS001S002_gal, FlowS002S003_gal, FlowS003S004_gal, FlowS004S005_gal, FlowS005PV_gal, FlowPVNULL_gal, FlowPPS001_galM, FlowS001S002_galM, FlowS002S003_galM, FlowS003S004_galM, FlowS004S005_galM, FlowS005PV_galM, FlowPVNULL_galM, FlowPPS001_h2oM, FlowS001S002_h2oM, FlowS002S003_h2oM, FlowS003S004_h2oM, FlowS004S005_h2oM, FlowS005PV_h2oM, FlowPVNULL_h2oM, DiffPPS001_rbcM, DiffS001S002_rbcM, DiffS002S003_rbcM, DiffS003S004_rbcM, DiffS004S005_rbcM, DiffS005PV_rbcM, DiffD001D002_rbcM, DiffD002D003_rbcM, DiffD003D004_rbcM, DiffD004D005_rbcM, DiffS001D001_rbcM, DiffS002D002_rbcM, DiffS003D003_rbcM, DiffS004D004_rbcM, DiffS005D005_rbcM, DiffPPS001_suc, DiffS001S002_suc, DiffS002S003_suc, DiffS003S004_suc, DiffS004S005_suc, DiffS005PV_suc, DiffD001D002_suc, DiffD002D003_suc, DiffD003D004_suc, DiffD004D005_suc, DiffS001D001_suc, DiffS002D002_suc, DiffS003D003_suc, DiffS004D004_suc, DiffS005D005_suc, DiffPPS001_alb, DiffS001S002_alb, DiffS002S003_alb, DiffS003S004_alb, DiffS004S005_alb, DiffS005PV_alb, DiffD001D002_alb, DiffD002D003_alb, DiffD003D004_alb, DiffD004D005_alb, DiffS001D001_alb, DiffS002D002_alb, DiffS003D003_alb, DiffS004D004_alb, DiffS005D005_alb, DiffPPS001_gal, DiffS001S002_gal, DiffS002S003_gal, DiffS003S004_gal, DiffS004S005_gal, DiffS005PV_gal, DiffD001D002_gal, DiffD002D003_gal, DiffD003D004_gal, DiffD004D005_gal, DiffS001D001_gal, DiffS002D002_gal, DiffS003D003_gal, DiffS004D004_gal, DiffS005D005_gal, DiffPPS001_galM, DiffS001S002_galM, DiffS002S003_galM, DiffS003S004_galM, DiffS004S005_galM, DiffS005PV_galM, DiffD001D002_galM, DiffD002D003_galM, DiffD003D004_galM, DiffD004D005_galM, DiffS001D001_galM, DiffS002D002_galM, DiffS003D003_galM, DiffS004D004_galM, DiffS005D005_galM, DiffPPS001_h2oM, DiffS001S002_h2oM, DiffS002S003_h2oM, DiffS003S004_h2oM, DiffS004S005_h2oM, DiffS005PV_h2oM, DiffD001D002_h2oM, DiffD002D003_h2oM, DiffD003D004_h2oM, DiffD004D005_h2oM, DiffS001D001_h2oM, DiffS002D002_h2oM, DiffS003D003_h2oM, DiffS004D004_h2oM, DiffS005D005_h2oM, H01__GALK, H01__GALKM, H01__IMP, H01__ATPS, H01__ALDR, H01__NADPR, H01__GALT, H01__GALE, H01__UGP, H01__UGALP, H01__PPASE, H01__NDKU, H01__PGM1, H01__GLY, H01__GTFGAL, H01__GTFGLC, D001__GLUT2_GAL, D001__GLUT2_GALM, D002__GLUT2_GAL, D002__GLUT2_GALM, D003__GLUT2_GAL, D003__GLUT2_GALM, D004__GLUT2_GAL, D004__GLUT2_GALM, D005__GLUT2_GAL, D005__GLUT2_GALM
5550, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.763479, 0, 0, 0, 0, 0, 0.761356, 0, 0, 0, 0, 0, 0.76125, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706691, 0.223839, 0.19532, 0.118698, 2.76423, 1.13577, 0.277012, 0.113829, 4.21457, 0.00750729, 0.192496, 0.00750397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28715e-15, 9.26003e-15, 9.25978e-15, 9.25977e-15, 9.25977e-15, 9.25977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7542e-17, 5.42301e-19, 5.11101e-21, 4.81696e-23, 4.53986e-25, 1.85689e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.9341e-15, 2.76522e-17, 2.60612e-19, 2.45525e-21, 2.21878e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 8.74847e-19, 7.35733e-19, 1.47365e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93409e-15, 0, 2.76643e-17, 0, 2.60726e-19, 0, 2.45595e-21, 0, 2.18211e-23, 0
5556, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.763479, 0, 0, 0, 0, 0, 0.761356, 0, 0, 0, 0, 0, 0.76125, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706691, 0.223839, 0.19532, 0.118724, 2.76423, 1.13577, 0.277012, 0.113829, 4.21457, 0.00750729, 0.192494, 0.00750552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28715e-15, 9.26003e-15, 9.25978e-15, 9.25977e-15, 9.25977e-15, 9.25977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7542e-17, 5.42301e-19, 5.11101e-21, 4.81696e-23, 4.53986e-25, 1.85678e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.9341e-15, 2.76522e-17, 2.60612e-19, 2.45525e-21, 2.2188e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 8.59442e-19, 7.35718e-19, 1.47365e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93409e-15, 0, 2.76643e-17, 0, 2.60726e-19, 0, 2.45595e-21, 0, 2.18236e-23, 0
5562, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.763479, 0, 0, 0, 0, 0, 0.761356, 0, 0, 0, 0, 0, 0.76125, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706691, 0.223839, 0.19532, 0.118749, 2.76423, 1.13577, 0.277012, 0.113829, 4.21457, 0.00750729, 0.192493, 0.00750707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28715e-15, 9.26003e-15, 9.25978e-15, 9.25977e-15, 9.25977e-15, 9.25977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7542e-17, 5.42301e-19, 5.11101e-21, 4.81696e-23, 4.53986e-25, 1.85667e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.9341e-15, 2.76522e-17, 2.60612e-19, 2.45525e-21, 2.21881e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 8.43796e-19, 7.35703e-19, 1.47365e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93409e-15, 0, 2.76643e-17, 0, 2.60726e-19, 0, 2.45595e-21, 0, 2.18211e-23, 0
5568, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.763479, 0, 0, 0, 0, 0, 0.761356, 0, 0, 0, 0, 0, 0.76125, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706691, 0.223839, 0.19532, 0.118775, 2.76423, 1.13577, 0.277012, 0.113829, 4.21457, 0.00750729, 0.192491, 0.00750862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28715e-15, 9.26003e-15, 9.25978e-15, 9.25977e-15, 9.25977e-15, 9.25977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7542e-17, 5.42301e-19, 5.11101e-21, 4.81696e-23, 4.53986e-25, 1.85656e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.9341e-15, 2.76522e-17, 2.60612e-19, 2.45525e-21, 2.2188e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 8.27909e-19, 7.35688e-19, 1.47365e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93409e-15, 0, 2.76643e-17, 0, 2.60726e-19, 0, 2.45595e-21, 0, 2.18211e-23, 0
5574, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.763479, 0, 0, 0, 0, 0, 0.761356, 0, 0, 0, 0, 0, 0.76125, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706691, 0.223839, 0.19532, 0.1188, 2.76423, 1.13577, 0.277012, 0.113829, 4.21457, 0.00750729, 0.19249, 0.00751017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28715e-15, 9.26003e-15, 9.25978e-15, 9.25977e-15, 9.25977e-15, 9.25977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7542e-17, 5.42301e-19, 5.11101e-21, 4.81696e-23, 4.53986e-25, 1.85645e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.9341e-15, 2.76522e-17, 2.60612e-19, 2.45525e-21, 2.21881e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 8.1178e-19, 7.35673e-19, 1.47365e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93409e-15, 0, 2.76643e-17, 0, 2.60726e-19, 0, 2.45595e-21, 0, 2.18211e-23, 0
5580, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.763479, 0, 0, 0, 0, 0, 0.761356, 0, 0, 0, 0, 0, 0.76125, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706691, 0.223839, 0.19532, 0.118826, 2.76423, 1.13577, 0.277012, 0.113829, 4.21457, 0.00750729, 0.192488, 0.00751171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28715e-15, 9.26003e-15, 9.25978e-15, 9.25977e-15, 9.25977e-15, 9.25977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7542e-17, 5.42301e-19, 5.11101e-21, 4.81696e-23, 4.53986e-25, 1.85634e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.9341e-15, 2.76522e-17, 2.60612e-19, 2.45525e-21, 2.21883e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 7.95406e-19, 7.35659e-19, 1.47365e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93409e-15, 0, 2.76643e-17, 0, 2.60726e-19, 0, 2.45595e-21, 0, 2.18185e-23, 0
5586, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.763479, 0, 0, 0, 0, 0, 0.761356, 0, 0, 0, 0, 0, 0.76125, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706691, 0.223839, 0.19532, 0.118851, 2.76423, 1.13577, 0.277012, 0.113829, 4.21457, 0.00750729, 0.192487, 0.00751326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28715e-15, 9.26003e-15, 9.25978e-15, 9.25977e-15, 9.25977e-15, 9.25977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7542e-17, 5.42301e-19, 5.11101e-21, 4.81696e-23, 4.53986e-25, 1.85623e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.9341e-15, 2.76522e-17, 2.60612e-19, 2.45525e-21, 2.21881e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 7.78787e-19, 7.35644e-19, 1.47365e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93409e-15, 0, 2.76643e-17, 0, 2.60726e-19, 0, 2.45595e-21, 0, 2.18211e-23, 0
5592, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.763479, 0, 0, 0, 0, 0, 0.761356, 0, 0, 0, 0, 0, 0.76125, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706691, 0.223839, 0.19532, 0.118876, 2.76423, 1.13577, 0.277012, 0.113829, 4.21457, 0.00750729, 0.192485, 0.00751481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28715e-15, 9.26003e-15, 9.25978e-15, 9.25977e-15, 9.25977e-15, 9.25977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7542e-17, 5.42301e-19, 5.11101e-21, 4.81696e-23, 4.53986e-25, 1.85612e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.9341e-15, 2.76522e-17, 2.60612e-19, 2.45525e-21, 2.21885e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 7.61923e-19, 7.35629e-19, 1.47365e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93409e-15, 0, 2.76643e-17, 0, 2.60726e-19, 0, 2.45595e-21, 0, 2.18185e-23, 0
5598, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.763479, 0, 0, 0, 0, 0, 0.761356, 0, 0, 0, 0, 0, 0.76125, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706691, 0.223839, 0.19532, 0.118902, 2.76423, 1.13577, 0.277012, 0.113829, 4.21457, 0.00750729, 0.192484, 0.00751636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28715e-15, 9.26003e-15, 9.25978e-15, 9.25977e-15, 9.25977e-15, 9.25977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7542e-17, 5.42301e-19, 5.11101e-21, 4.81696e-23, 4.53986e-25, 1.85601e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.9341e-15, 2.76522e-17, 2.60612e-19, 2.45525e-21, 2.21885e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 7.44811e-19, 7.35614e-19, 1.47365e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93409e-15, 0, 2.76643e-17, 0, 2.60726e-19, 0, 2.45595e-21, 0, 2.18211e-23, 0
5604, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.763479, 0, 0, 0, 0, 0, 0.761356, 0, 0, 0, 0, 0, 0.76125, 0, 0, 0, 0, 0, 0.76123, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0, 0, 0, 0.761229, 0, 0, 0.761229, 0, 0, 0.01326, 0.128224, 0.706691, 0.223839, 0.19532, 0.118927, 2.76423, 1.13577, 0.277012, 0.113829, 4.21457, 0.00750729, 0.192482, 0.00751791, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21642e-14, 9.28715e-15, 9.26003e-15, 9.25978e-15, 9.25977e-15, 9.25977e-15, 9.25977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7542e-17, 5.42301e-19, 5.11101e-21, 4.81696e-23, 4.53986e-25, 1.8559e-26, 1.22048e-20, 1.15075e-22, 1.08454e-24, 1.02215e-26, 2.9341e-15, 2.76522e-17, 2.60612e-19, 2.45525e-21, 2.21883e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25224e-15, 0, 2.90918e-16, 3.36732e-15, 7.2745e-19, 7.35599e-19, 1.47365e-15, -2.84624e-15, -1.37259e-15, 1.48767e-15, 1.15081e-16, 1.15081e-16, 2.84624e-15, 2.84624e-15, 1.15081e-16, 0, 2.93409e-15, 0, 2.76643e-17, 0, 2.60726e-19, 0, 2.45595e-21, 0, 2.18236e-23, 0
